"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
"Council of Administrators & Supervisors 12 SASOC AFL-CIO","11-2250544","2018-07-01","2019-06-30","1974","2018","990","1300 Veterans Hwy Ste 330","","Hauppauge","NY","Suffolk",="11788","631-761-5451","CASINFO@CASLONGISLAND.COM","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","N","","KVLSM LLP","http://www.guidestar.org/profile/11-2250544","http://www.guidestar.org/FinDocuments/2018/112/250/2018-112250544-10a439d5-9O.pdf","$463,196","$279,216","$181,491","$463,196","","","$463,196","$872,363","$900,533","$4,736","","","","","$853,237","$0","$0","","$793,104","$568,726","$182,609","$41,769","$12,000","","$16,839","$49,713","","","$7,514","","","","ALBERT VOORNEVELD","","","","","2"
"American Postal Workers Union","11-2251124","2018-01-01","2018-12-31","1973","2018","990","PO Box 80184","","Brooklyn","NY","Kings",="11208","718-827-0219","N/A","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","N","N","Schultheis & Panettieri LLP","http://www.guidestar.org/profile/11-2251124","http://www.guidestar.org/FinDocuments/2017/112/251/2017-112251124-0f30d511-9O.pdf","$335,400","$217,377","$118,023","$334,478","","","$334,478","$790,603","$924,848","$4,034","$0","","$0","$0","$793,082","$922","$0","","$771,638","$0","$0","$0","$11,375","$0","$0","$11,730","$0","$1,078","$0","$0","","$0","","","","","","39"
"Deer Park Preschool Inc","11-2251512","","","1994","","","PO Box 2","","Deer Park","NY","Suffolk",="11729","","","501(c)(3) Public Charity","Early childhood education","","","B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)","624410","8351","","","","","http://www.guidestar.org/profile/11-2251512","http://www.guidestar.org/FinDocuments/2015/112/251/2015-112251512-0c8ea09e-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Knights of Columbus","11-2253883","","","1940","","","2050 Depot Ln","","Cutchogue","NY","Suffolk",="11935","","","501(c)(8) (Fraternal Beneficiary Societies)","Business and industry","","","Y41 (Fraternal Beneficiary Societies)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2253883","http://www.guidestar.org/FinDocuments/2006/112/253/2006-112253883-02b2eaed-9O.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brotherhood of Industrial Workers Health & Welfare Fund","11-2258149","","","1973","","","11211 Prosperity Farms Rd Ste B107","","Palm Beach Gardens","FL","Palm Beach",="33410","","","501(c)(9) (Employees Associations)","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/11-2258149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Southside United Housing Development Fund Corp","11-2268359","2018-01-01","2018-12-31","1973","2018","990","434 S 5th St","","Brooklyn","NY","Kings",="11211","(718) 387-3600","www.lossures.org","501(c)(3) Public Charity","Community improvement","Housing development","","S20 (Community, Neighborhood Development, Improvement)","531110","6513","6514","N","Y","COHNREZNICK LLP","http://www.guidestar.org/profile/11-2268359","http://www.guidestar.org/FinDocuments/2018/112/268/2018-112268359-17087238-9.pdf","$6,636,965","$1,070,151","$22,632","$5,526,870","$800,000","","$4,726,870","$3,812,420","$3,859,204","$2,829","$1,321,494","$798,009","-$30,384","","$2,330,179","$1,110,095","$0","","$3,863,710","$3,287,018","$576,692","$0","$28,132","","","$25,801","$56","","$4,244","","","","JUAN RAMOS","Ramon Peguero ","Ms. Monica Duran Southside United HDFC","Director of Program and Fund Development","mduran@lossures.org","47"
"Nivevah Beach Property Owners Association Inc","11-2277440","","","1974","","","PO Box 391","","Sag Harbor","NY","Suffolk",="11963","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Housing development","","","L50 (Housing Owners, Renters Organizations)","813990","6531","8641","","","","http://www.guidestar.org/profile/11-2277440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Queens Museum of Art New York City Building","11-2278998","2017-07-01","2018-06-30","1972","2017","990","Flushing Meadow Park","","Flushing","NY","Queens",="11368","718-592-9700","WWW.QUEENSMUSEUM.ORG","501(c)(3) Public Charity","Arts and culture","Art museums","","A51 (Art Museums)","712110","8412","","N","Y","PKF O'CONNOR DAVIES LLP","http://www.guidestar.org/profile/11-2278998","http://www.guidestar.org/FinDocuments/2018/112/278/2018-112278998-10e032d5-9.pdf","$40,552,218","$712,737","$785,164","$40,270,967","$39,307,529","$543,039","$420,399","$5,518,473","$6,332,621","$13,230","$5,283,976","$2,749,890","-$67,194","","$344,351","$281,251","$0","","$6,312,761","$4,683,337","$1,338,913","$290,511","$15,500","$11,857","$7,205","$11,422","","","","$201,930","","$17,000","SALLY TALLANT","","","","","148"
"Veterans of Foreign Wars of the 8328 VFW-NY","11-2279018","2018-01-01","2018-12-31","1972","2018","990","257 Veterans Rd","","Yorktown Heights","NY","Westchester",="10598","914-552-5143","","501(c)(19) (Post or Organizations of War Veterans)","Special population support","","","W30 (Military/Veterans' Organizations)","813410","8641","8699","","","SCHNEIDER FINANCIAL GROUP LTD","http://www.guidestar.org/profile/11-2279018","http://www.guidestar.org/FinDocuments/2018/112/279/2018-112279018-10897081-9O.pdf","$467,605","$303,721","","$467,605","","","","$96,401","$96,401","","$20,376","","","","$76,025","$0","$0","","$109,102","$88,058","$21,044","$0","$750","$6,618","","$11,880","","","","","","","MICHAEL O'CONNER","","","","","0"
"Rosa Lee Young Childhood Center","11-2279803","2018-09-01","2019-08-31","1973","2018","990","180 N Village Ave","","Rockville Centre","NY","Nassau",="11570","516-536-5674","www.rosaleeyoungchildhoodcenter.org","501(c)(3) Public Charity","Child care","","","B99 (Education N.E.C.)","611","","","N","N","NAWROCKI SMITH LLP","http://www.guidestar.org/profile/11-2279803","http://www.guidestar.org/FinDocuments/2018/112/279/2018-112279803-10615d55-9.pdf","$368,110","$182,983","$105,791","$216,911","","","$216,911","$801,954","$803,526","$2,718","$105,995","$85,568","$19,971","$0","$673,270","$151,199","$39,625","","$854,287","$724,570","$102,941","$26,776","$8,000","$3,438","$0","$16,883","$3,153","$0","$0","$0","","$0","Jeannine Rey","","","","","22"
"Marine Corps League","11-2315982","","","1946","","","2090 SPRUCE ST","","WANTAGH","NY","Nassau",="11793","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Special population support","","","W30 (Military/Veterans' Organizations)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2315982","http://www.guidestar.org/FinDocuments/2010/112/315/2010-112315982-087ce458-ZO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New York Psychotherapy and Counseling Center","11-2320614","2017-07-01","2018-06-30","1975","2017","990","17620 148th Ave","","Jamaica","NY","Queens",="11434","718-553-1100","WWW.NYPCC.ORG","501(c)(3) Public Charity","Mental health care","","","F32 (Community Mental Health Center)","621420","8093","","N","Y","CYWIAK & CO CPA'S","http://www.guidestar.org/profile/11-2320614","http://www.guidestar.org/FinDocuments/2018/112/320/2018-112320614-10bebfc1-9.pdf","$130,015,163","$66,092,269","$16,062,417","$127,660,936","","","$127,660,936","$57,789,354","$60,231,444","$940,547","","","","","$52,726,615","$2,354,227","$0","","$37,131,187","$33,687,928","$3,443,259","$0","$90,500","$19,462","","$275,817","","$363,666","$28,955","$18,000","","","DEVORA BRICKMAN","","","","","422"
"Art Directors Club of Long Island Inc","11-2347093","","","1975","","","10 Elm St","","Woodbury","NY","Nassau",="11797","","","501(c)(6) (Business Leagues, etc.)","Arts and culture","","","A99 (Other Art, Culture, Humanities Organizations/Services N.E.C.)","71","","","","","","http://www.guidestar.org/profile/11-2347093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior Citizens of Westbury Inc","11-2347437","2018-07-01","2019-06-30","1977","2018","990","360 Post Ave","","Westbury","NY","Nassau",="11590","516-334-5886","N/A","501(c)(3) Public Charity","Human services","","","S80 (Community Service Clubs (Kiwanis, Lions, Jaycees, etc.))","813410","8641","8699","N","N","Ives Sultan & Spike CPAs","http://www.guidestar.org/profile/11-2347437","http://www.guidestar.org/FinDocuments/2018/112/347/2018-112347437-1040c9bf-9.pdf","$277,127","$212,321","$0","$263,730","","","","$215,098","$241,362","$2,994","$132,348","$125,748","$38,855","$0","$45,665","$13,397","$0","","$233,447","$165,694","$52,404","$15,349","$1,875","$0","$0","$15,934","$0","$0","$0","$0","","$0","","","","","","8"
"Dayton Soehlke Ohlhorst Veterans Memorial Inc","11-2348628","2018-01-01","2018-12-31","1979","2018","990","101 Riverhead Rd","","Westhampton Beach","NY","Suffolk",="11978","631-653-9898","N/A","501(c)(19) (Post or Organizations of War Veterans)","National defense","","","W30 (Military/Veterans' Organizations)","813410","8641","8699","N","","SILVERMAN & ASSOCIATES","http://www.guidestar.org/profile/11-2348628","http://www.guidestar.org/FinDocuments/2018/112/348/2018-112348628-10df4785-9O.pdf","$1,462,319","$73,543","","$1,422,301","","","$1,422,301","$86,529","$97,728","$9","$70,949","","$2,068","$11,691","","$40,018","$0","","$89,329","$0","$0","$16,448","$2,270","$490","","$3,849","","","$450","","","","","","","","","0"
"ASSOCIATION FOR NEUROLOGICALLY IMPAIRED BRAIN INJURED CHILDREN, INC","11-2348663","2017-07-01","2018-06-30","1975","2017","990","6135 220th St","","Oakland Gardens","NY","Queens",="11364","(718) 423-9550","www.anibic.org","501(c)(3) Public Charity","Brain and nervous system disorders","Independent living for people with disabilities","","P82 (Developmentally Disabled Services/Centers)","624120","8322","","N","","PKF O'CONNOR DAVIES LLP","http://www.guidestar.org/profile/11-2348663","http://www.guidestar.org/FinDocuments/2018/112/348/2018-112348663-1020330a-9.pdf","$7,379,798","$947,126","","$3,905,619","$267,500","","$3,638,119","$11,323,503","$11,389,912","","$89,297","","-$13,553","","$11,237,690","$3,474,179","$2,513,336","","$11,141,424","$10,198,930","$882,605","$59,889","$57,994","","$80,897","$130,396","$33,354","","$16,814","$72,401","","","MICHAEL STEWARD","John F. DeBiase ","Vincent Tancredi ","CFO","vtancredi@anibic.org","247"
"Metropolitan Engine CO  1 Inc","11-2349711","","","1975","","","164 Pembroke St","","Brooklyn","NY","Kings",="11235","","","501(c)(7) (Social and Recreation Clubs)","Fire prevention and control","","","M24 (Fire Prevention / Protection / Control)","624230","8322","","","","","http://www.guidestar.org/profile/11-2349711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bnos Yakov Educational Center","11-2350264","2013-11-01","2014-10-31","2001","2013","990","638 Bedford Ave","","Brooklyn","NY","Kings",="11249","718-963-1212","","501(c)(3) Public Charity","Human services","","","P20 (Human Service Organizations)","624190","8322","","N","","Kay Business Consultants, Inc.","http://www.guidestar.org/profile/11-2350264","http://www.guidestar.org/FinDocuments/2014/112/350/2014-112350264-0b4be254-9.pdf","$75,063","$1,500","$0","-$19,959","","","","$75,000","$75,000","$0","$75,000","$75,000","$0","$0","$0","$95,022","$0","","$5,488","$1,254","$4,234","$0","$1,375","$0","$0","$0","$0","$0","$0","$0","","$0","JACOB FRUNWALD","","","","","0"
"Distrct 2A Transportation Technical Warehouse Indstrl & Svce Emp Union","11-2350901","2017-04-01","2018-03-31","1976","2017","990EZ","601 S Federal Hwy","","Dania","FL","Broward",="33004","954-921-2221","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Community and economic development","","","S99 (Community Improvement, Capacity Building N.E.C.)","813410","8641","8699","","Y","BUCHBINDER TUNICK & COMPANY LLP","http://www.guidestar.org/profile/11-2350901","http://www.guidestar.org/FinDocuments/2018/112/350/2018-112350901-10513f8e-ZO.pdf","$2,552","$2,357","","-$6,480,090","","","","$53,615","$53,615","","$53,615","","","","","$6,482,642","","","$8,014","","","","","","","","","","","","$735","","","","","","",""
"Italian American Civil Rights League Canarsie Inc","11-2352099","2018-01-01","2018-12-31","1977","2018","990","1460 Pennsylvania Ave","","Brooklyn","NY","Kings",="11239","718-642-2180","","501(c)(3) Public Charity","Unknown or not classified","","","P20 (Human Service Organizations)","624190","8322","","N","","","http://www.guidestar.org/profile/11-2352099","http://www.guidestar.org/FinDocuments/2018/112/352/2018-112352099-10cee4a8-9.pdf","$521,861","$221,435","$0","$175,023","$0","$0","$175,023","$2,828,829","$2,828,829","$0","$2,828,829","$2,814,927","$0","$0","$0","$346,838","$63,965","$0","$2,843,364","$2,828,144","$15,220","$0","$54,338","$0","$37,483","$21,489","$771","$0","$9,120","$0","","$0","VICKI CUSARE/ITALIAN AMERICAN CIVIL RIGHTS LEAGUE","","","","","130"
"Yeshiva Bnei Shimon Yisroel Sopron","11-2352312","","","1975","","","215 Hewes St","","Brooklyn","NY","Kings",="11211","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-2352312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Farmingdale Federation of Teachers Benefit Fund","11-2352476","2017-09-01","2018-08-31","1975","2017","990","100 Broadhollow Rd","","Farmingdale","NY","Nassau",="11735","","N/A","501(c)(9) (Employees Associations)","Education","","","B03 (Professional Societies & Associations)","813920","8621","","N","","SKINNON AND FABER CPAS PC","http://www.guidestar.org/profile/11-2352476","http://www.guidestar.org/FinDocuments/2018/112/352/2018-112352476-103f2ba6-9O.pdf","$839,918","$72,681","","$687,174","","","$687,174","$941,405","$941,405","$17,650","","","","","$923,755","$152,744","$0","","$895,935","$895,935","$0","$0","$6,800","","","$4,087","","","","","","","","","","","","0"
"First Baptist Church of Boulougne","11-2354088","","","1969","","","28226 Church Dr","","Hilliard","FL","Nassau",="32046","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2354088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yeshiva Derech Chaim","11-2357063","2017-07-01","2018-06-30","1976","2017","990","1573 39th St","","Brooklyn","NY","Kings",="11218","718-438-5476","N/A","501(c)(3) Public Charity","Graduate and professional education","","","B50 (Graduate, Professional(Separate Entities))","611310","8221","","N","","HIRSCH OELBAUM BRAM HANOVER & LISKER CPA","http://www.guidestar.org/profile/11-2357063","http://www.guidestar.org/FinDocuments/2018/112/357/2018-112357063-106a1dda-9.pdf","$2,048,181","$4,309","$4,595","$1,628,507","","","$1,628,507","$2,931,033","$3,594,812","$47","$2,082,854","","$151,690","","$696,405","$419,674","$0","","$2,929,196","$2,295,160","$330,462","$303,574","$11,000","","$27,769","$33,214","","","","$99,670","","","RABBI CHAIM RENNERT","","","","","46"
"Peaceable School Montessori Pre and Elementary","11-2359308","","","1977","","","33 7th Ave","","Brooklyn","NY","Kings",="11217","","","501(c)(3) Public Charity","Elementary education","","","B24 (Primary/Elementary Schools)","611110","8211","","","","","http://www.guidestar.org/profile/11-2359308","http://www.guidestar.org/FinDocuments/2003/112/359/2003-112359308-1-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Veterans of Foreign Wars Department of New York","11-2359785","2014-07-01","2015-06-30","1972","2014","990EZ","6155 69th St","","Middle Village","NY","Queens",="11379","718-424-8350","","501(c)(19) (Post or Organizations of War Veterans)","Special population support","","","W30 (Military/Veterans' Organizations)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2359785","http://www.guidestar.org/FinDocuments/2015/112/359/2015-112359785-0c47e57b-ZO.pdf","$72,050","$12,550","","$72,050","","","","$35,667","$35,667","$0","$1,459","","$0","$0","$33,998","$0","","","$43,703","","","","","","","","","","","","$1,268","","","","","","",""
"Hallockville Inc","11-2365133","2018-01-01","2018-12-31","1982","2018","990","6038 Sound Ave","","Riverhead","NY","Suffolk",="11901","","HALLOCKVILLE.COM","501(c)(3) Public Charity","Historic preservation","Agriculture","","A82 (Historical Societies, Historic Preservation)","712120","8412","","N","","SKINNON AND FABER CPAS PC","http://www.guidestar.org/profile/11-2365133","http://www.guidestar.org/FinDocuments/2018/112/365/2018-112365133-1098695e-9.pdf","$1,096,607","$197,624","$279,671","$1,085,238","","","$1,085,238","$263,102","$263,102","$6,478","$63,751","$12,700","","","$146,367","$11,369","$0","","$277,750","$234,963","$32,716","$10,071","$7,450","","","$22,916","","","","$3,248","","","","","","","","14"
"Suffolk County Municipal Employees Benefit Fund","11-2365204","2017-01-01","2017-12-31","1976","2017","990","30 Orville Dr Ste D","","Bohemia","NY","Suffolk",="11716","631-319-4099","SCMEBF.ORG","501(c)(9) (Employees Associations)","Health","","","E80 (Health (General and Financing))","524114","6321","6324","N","","BUCHBINDER TUNICK & CO LLP","http://www.guidestar.org/profile/11-2365204","http://www.guidestar.org/FinDocuments/2018/112/365/2018-112365204-116732dc-9O.pdf","$29,282,571","$1,826,153","$17,846,353","$25,980,184","","","","$12,959,265","$17,157,259","$326,437","","","","","$12,151,134","$3,302,387","$0","","$13,043,067","","","","$51,000","","$58,060","$11,683","","$106,184","$47,840","$302,644","","","DANIEL LEVLER","","","","","10"
"Chevra Machziket Hshechuna Inc","11-2365571","","","1974","","","410 Troy Ave","","Brooklyn","NY","Kings",="11213","","","501(c)(3) Public Charity","Human services","","","P99 (Human Services - Multipurpose and Other N.E.C.)","624190","8322","","","","","http://www.guidestar.org/profile/11-2365571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Return To God Church Inc","11-2365767","","","1975","","","866 Sutter Ave","","Brooklyn","NY","Kings",="11207","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2365767","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New Eden Baptist Church Inc","11-2366132","","","1976","","","20 Sutter Ave","","Brooklyn","NY","Kings",="11212","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2366132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67Th Precinct Community Council","11-2366823","","","1976","","","297 E 39th St","","Brooklyn","NY","Kings",="11203","","","501(c)(3) Public Charity","Community and economic development","","","S99 (Community Improvement, Capacity Building N.E.C.)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2366823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Little League Baseball Inc","11-2367324","2017-10-01","2018-09-30","1967","2017","990EZ","PO Box 156","","Williston Park","NY","Nassau",="11596","516-650-5378","WWW.WPLL.WPSPORTS.ORG","501(c)(3) Public Charity","Baseball and softball","","","N63 (Baseball, Softball (includes Little Leagues))","713990","7911","7993","","N","","http://www.guidestar.org/profile/11-2367324","http://www.guidestar.org/FinDocuments/2018/112/367/2018-112367324-11232f0a-Z.pdf","$50,278","$50,278","","$50,278","","","","$79,910","","","$10,000","","","","$69,910","","","","$67,831","","","","","","","","","","","","","","","","","","",""
"Standardbred Owners Association Retirement Fund","11-2368010","","","1965","","","733 Yonkers Ave Ste 102","","Yonkers","NY","Westchester",="10704","","","501(c)(9) (Employees Associations)","Housing development","","","L50 (Housing Owners, Renters Organizations)","813990","6531","8641","","","","http://www.guidestar.org/profile/11-2368010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Delta Mu Delta Honor Society","11-2368665","","","1974","","","9217 Broadway Ave","","Brookfield","IL","Cook",="60513","","","501(c)(3) Public Charity","Sororities and fraternities","","","B83 (Student Sororities, Fraternities)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2368665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iglesia De Dios De La Profecia","11-2369072","","","1993","","","333 Union Ave","","Brooklyn","NY","Kings",="11211","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2369072","http://www.guidestar.org/FinDocuments/2009/112/369/2009-112369072-06b2a7dc-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Inter-Media Art Center","11-2369233","2011-09-01","2012-08-31","1980","2011","990","32 Crescent Dr","","Huntington","NY","Suffolk",="11743","","","501(c)(3) Public Charity","Communication media","","","A30 (Media, Communications Organizations)","51","","","N","","Martin R. Cantor, CPA","http://www.guidestar.org/profile/11-2369233","http://www.guidestar.org/FinDocuments/2013/112/369/2013-112369233-0a7c5db4-Z.pdf","$146,970","$16,016","$118,508","$146,421","","","$146,421","$30,543","$30,543","$834","","","","","","$549","$0","","$163,986","$79,069","$84,917","","$2,700","","","$15,424","","","","$28,235","","","Kathie Bodily","","","","","1"
"The Rose of Sharon Church of Christ Disciples of Christ Inc","11-2369446","","","1991","","","PO Box 60485","","Brooklyn","NY","Kings",="11206","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2369446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Child Development Support Corp","11-2395258","2016-07-01","2017-06-30","1977","2016","990","352-358 Classon Ave.","","Brooklyn","NY","Kings",="11238","718-398-2050","cdscnyc.publishpath.com","501(c)(3) Public Charity","Food banks","Family services","Youth services","P40 (Family Services)","624190","8322","","Y","","ALLAN JOSEPH CPAS","http://www.guidestar.org/profile/11-2395258","http://www.guidestar.org/FinDocuments/2018/112/395/2018-112395258-116ccfd5-9.pdf","$2,858,415","$712,603","$398,999","-$43,684","","","-$43,684","$1,502,880","$1,502,880","$527","$1,439,260","$1,437,060","","","","$2,902,099","$0","","$1,543,476","$1,531,445","$12,031","$0","$0","$1,390","$0","$0","$370","$0","$3,913","$60,927","","","MARCIA ROWE-RIDDICK","","Mireille Massac ","Public Relations Director","mmassac@cdscnyc.org","17"
"Knights of Columbus","11-2395941","","","1940","","","1824 77th St","","Brooklyn","NY","Kings",="11214","","","501(c)(8) (Fraternal Beneficiary Societies)","Business and industry","","","Y41 (Fraternal Beneficiary Societies)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2395941","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pauline & Saul Goldsmith Foundation Trust","11-2396367","2018-09-01","2019-08-31","1976","2018","990PF","17191 Coral Cove Way","","Boca Raton","FL","Palm Beach",="33496","908-400-7866","","501(c)(3) Private Nonoperating Foundation","Foundations","","","T22 (Private Independent Foundations)","813211","6732","","","","","http://www.guidestar.org/profile/11-2396367","http://www.guidestar.org/FinDocuments/2019/112/396/2019-112396367-17165684-F.pdf","$340,006","$12,209","$327,797","$340,006","","","","$25,139","$85,304","$9,476","$15,407","","","","","$0","","","$16,406","","","","","","","","","","$800","","","","","","","","",""
"Kings County Trade Waste Assoc Inc","11-2396393","","","1977","","","6316 Bay Pkwy","","Brooklyn","NY","Kings",="11204","","","501(c)(6) (Business Leagues, etc.)","Community improvement","","","S20 (Community, Neighborhood Development, Improvement)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2396393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North Side School","11-2396685","2018-07-01","2019-06-30","1978","2018","990","1650 Utopia Pkwy","","Whitestone","NY","Queens",="11357","(718) 229-5050","www.northside123.org","501(c)(3) Public Charity","Early childhood education","Education","Human services","B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)","624410","8351","","N","","david suss cpa","http://www.guidestar.org/profile/11-2396685","http://www.guidestar.org/FinDocuments/2019/112/396/2019-112396685-16995805-9.pdf","$329,590","$205,051","","$265,566","","","$265,566","$2,461,400","$2,461,400","","","","","","$2,461,400","$64,024","$0","","$2,293,362","$1,905,840","$387,522","$0","$6,250","$5,955","$15,489","$48,385","$0","$0","$28,618","$0","","","DAVID ESFHANI","Mr. David Esfhani ","Mr. David Esfhani ","CFO","david@nss123.org","57"
"200 Central Avenue Day Care Center","11-2396900","2011-07-01","2012-06-30","1977","2011","990","200 Central Ave","","Brooklyn","NY","Kings",="11221","718-453-5500","","501(c)(3) Public Charity","Child care","","","P33 (Child Day Care)","624410","8351","","Y","","GRACE NKENKE CPA","http://www.guidestar.org/profile/11-2396900","http://www.guidestar.org/FinDocuments/2012/112/396/2012-112396900-0972df1b-9.pdf","$59,768","$53,345","","$17,138","$17,138","","","$698,581","$698,581","","$612,756","$612,756","","","$85,202","$42,630","$0","","$710,513","$692,177","$18,336","$0","$0","$0","$0","$0","$0","$0","$0","$0","","","Diane Mitchell","","","","","21"
"American Federation of Teachers","11-2402512","2018-10-01","2019-09-30","1967","2018","990","74 Merrick Rd","","Amityville","NY","Suffolk",="11701","631-691-0021","N/A","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Education","","","B03 (Professional Societies & Associations)","813920","8621","","N","","RONALD BERNSTEIN CFP EA","http://www.guidestar.org/profile/11-2402512","http://www.guidestar.org/FinDocuments/2019/112/402/2019-112402512-17039058-9O.pdf","$0","","","$0","","","","$363,976","$363,976","","$361,494","","","","$2,482","$0","$0","","$349,765","$0","$0","$0","$1,200","","$1,440","$1,649","","","","","","","ROBERT CLAPS","","","","","28"
"Brentwood Youth Development Corp","11-2403005","2014-01-01","2014-12-31","1978","2014","990EZ","13 McWhorter St","","Brentwood","NY","Suffolk",="11717","","","501(c)(3) Public Charity","Youth services","","","P30 (Children's and Youth Services)","624110","8322","","","","Stewart Gelman & Associates CPAs PC","http://www.guidestar.org/profile/11-2403005","http://www.guidestar.org/FinDocuments/2014/112/403/2014-112403005-0ba1d45d-Z.pdf","$0","$0","","$0","","","","","$0","","","","","","","$0","","","","","","","","","","","","","","","","","","","","","",""
"Long Island District of New York State Assoc of Fam & Consumer Scie","11-2403108","","","2014","","","2406 Cedar Path","","Riverhead","NY","Suffolk",="11901","","","501(c)(3) Public Charity","Housing development","","","L50 (Housing Owners, Renters Organizations)","813990","6531","8641","","","","http://www.guidestar.org/profile/11-2403108","http://www.guidestar.org/FinDocuments/2012/112/403/2012-112403108-0aa51ea6-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"William J De Voe Columbus Club Inc","11-2404719","","","1976","","","65 Ketcham Rd","","Hicksville","NY","Nassau",="11801","","","501(c)(7) (Social and Recreation Clubs)","Clubs","","","N50 (Recreational, Pleasure, or Social Club)","713990","7911","7993","","","","http://www.guidestar.org/profile/11-2404719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Shaare Torah C O Benjamin Isaacs Esq","11-2405099","","","1977","","","731 Wythe Ave","","Brooklyn","NY","Kings",="11249","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-2405099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
