"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
"Citizens for A More Informed America","11-2946168","","","1989","","","PO Box 203","","Port Washington","NY","Nassau",="11050","","","501(c)(3) Public Charity","Humanities","","","A70 (Humanities Organizations)","71","","","","","","http://www.guidestar.org/profile/11-2946168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Farmingdale Midget Football Association Inc","11-2946689","2011-04-01","2012-03-31","1999","2011","990","66 Motor Ave","","Farmingdale","NY","Nassau",="11735","516-752-0604","","501(c)(3) Public Charity","American football","","","N65 (Football Clubs/Leagues)","713990","7911","7993","","","JAMES HICKEY","http://www.guidestar.org/profile/11-2946689","http://www.guidestar.org/FinDocuments/2012/112/946/2012-112946689-08e63853-9.pdf","$13,226","$13,226","","$13,226","","","$13,226","$87,566","$87,566","$35","$105","","","","$77,005","$0","$0","","$85,055","$57,590","$12,042","$15,423","$0","$0","$0","$2,042","$0","$0","$0","$0","","","ROBERT DENTATO","","","","","0"
"Long Island Chapter Cpoa","11-2946821","","","2014","","","5520 Hempstead Way Ste G","","Springfield","VA","Fairfax",="22151","","","501(c)(19) (Post or Organizations of War Veterans)","Special population support","","","W30 (Military/Veterans' Organizations)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2946821","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iglesia Apostolica Fuente Del Libano Efesio 220","11-2946844","2018-01-01","2018-12-31","1994","2018","990","PO Box 649","","Brentwood","NY","Suffolk",="11717","631-816-6951","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","N","N","TAXACCOUNTING RESOURCES, LLC","http://www.guidestar.org/profile/11-2946844","http://www.guidestar.org/FinDocuments/2018/112/946/2018-112946844-110dd3e3-9.pdf","$1,903,708","$868,827","","$1,787,310","","","$1,787,310","$214,290","$214,290","","$214,290","","","","","$116,398","$114,898","","$170,692","$84,755","$85,937","","$1,300","","","$12,942","","","","","","","Reynaldo Vasquez","","","","","0"
"Ronkonkoma Youth Organization Inc","11-2946976","","","0000","","","25 Audubon Ave","","Holbrook","NY","Suffolk",="11741","","","501(c)(7) (Social and Recreation Clubs)","Youth services","","","P30 (Children's and Youth Services)","624110","8322","","","","","http://www.guidestar.org/profile/11-2946976","http://www.guidestar.org/FinDocuments/2007/112/946/2007-112946976-0422a159-9O.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sookmyung Women's University Alumni Association of Greater New York","11-2947235","","","1989","","","15 Cherrywood Dr","","New Hyde Park","NY","Nassau",="11040","","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/11-2947235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Terryville Fire Department Inc","11-2947547","2018-01-01","2018-12-31","2007","2018","990","19 Jayne Blvd","","Port Jefferson Station","NY","Suffolk",="11776","631-473-5020","WWW.TERRYVILLEFIREDEPARTMENT.COM","501(c)(3) Public Charity","Fire prevention and control","","","M24 (Fire Prevention / Protection / Control)","624230","8322","","","","CULLEN & DANOWSKI LLP","http://www.guidestar.org/profile/11-2947547","http://www.guidestar.org/FinDocuments/2018/112/947/2018-112947547-11597b25-9.pdf","$479,006","$163,801","","$479,006","","","$479,006","$121,276","$247,963","$7,287","$13,417","","$84,893","","","$0","$0","","$87,972","$71,915","$16,057","$0","$2,000","","","","","","","","","","THOMAS YOUNG","","","","","0"
"Deborah Salem Foundation","11-2947586","2018-10-01","2019-09-30","1989","2018","990EZ","302 5th Ave Fl 4","","New York","NY","New York",="10001","","N/A","501(c)(3) Public Charity","Human services","","","P12 (Fund Raising and/or Fund Distribution)","813219","8399","","","","WASSERBRETTLERKLAR & LIPSTEIN LLP CPA","http://www.guidestar.org/profile/11-2947586","http://www.guidestar.org/FinDocuments/2018/112/947/2018-112947586-111aada3-Z.pdf","$39,162","$39,162","","$39,162","","","","$38,161","$38,161","$119","$38,000","","","","","","","","$59,645","","","","","","","","","","","","","","","","","","",""
"Chasdai Rambai Dlzensk Inc","11-2948310","","","1989","","","1933 50th St","","Brooklyn","NY","Kings",="11204","","","501(c)(3) Public Charity","Unknown or not classified","","","Z99 (Unknown)","","","","","","","http://www.guidestar.org/profile/11-2948310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"National Pro-Am City League Association","11-2948315","2008-01-01","2008-12-31","1989","2008","990EZ","45 Cherry Valley Ave","","West Hempstead","NY","Nassau",="11552","516-292-4055","","501(c)(3) Public Charity","Basketball","","","N60 (Amateur Sports Clubs, Leagues, N.E.C.)","713990","7911","7993","","","LEE SCHLUSSEL & COMPANY, LLP","http://www.guidestar.org/profile/11-2948315","http://www.guidestar.org/FinDocuments/2013/112/948/2013-112948315-0a7227f2-Z.pdf","$131,578","$111,852","","$131,578","","","","$343,932","$343,932","$3,847","$280,813","","$25,455","","$33,817","$0","","","$383,128","","","","","","","","","","","","","","","","","","",""
"Keren Chaim Shlomo Foundation","11-2948322","","","1990","","","4216 15th Ave","","Brooklyn","NY","Kings",="11219","","","501(c)(3) Public Charity","Foundations","","","T20 (Private Grantmaking Foundations)","813211","6732","","","","","http://www.guidestar.org/profile/11-2948322","http://www.guidestar.org/FinDocuments/2009/112/948/2009-112948322-0593262a-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"World Journal Culture Foundation Inc","11-2948645","2018-07-01","2019-06-30","1989","2018","990PF","14107 20th Ave Ste 602","","Whitestone","NY","Queens",="11357","718-767-8895","","501(c)(3) Private Nonoperating Foundation","Publishing","","","A33 (Printing, Publishing)","511199","2741","","","","","http://www.guidestar.org/profile/11-2948645","http://www.guidestar.org/FinDocuments/2019/112/948/2019-112948645-17075871-F.pdf","$204,906","$204,906","","$204,906","","","","$2,004","$2,004","$2,004","$0","","","","","$0","","","$50","","","","","","","","","","","","","","","","","","",""
"Catholic War Veterans of the United States of America Inc","11-2948690","","","1972","","","74 13 87th Ave","","Woodhaven","NY","Queens",="11421","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Special population support","","","W30 (Military/Veterans' Organizations)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2948690","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Imrai Kohain Congregation","11-2948863","","","1990","","","721 Avenue L","","Brooklyn","NY","Kings",="11230","","","501(c)(3) Public Charity","Judaism","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2948863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Croatian Fraternal Union of America","11-2948934","","","1941","","","1031 166th St","","Whitestone","NY","Queens",="11357","","","501(c)(8) (Fraternal Beneficiary Societies)","Shelter and residential care","","","L99 (Other Housing, Shelter N.E.C.)","624229","8322","","","","","http://www.guidestar.org/profile/11-2948934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Little League Baseball Inc","11-2949074","2017-10-01","2018-09-30","1967","2017","990","9128 85th Ave","","Woodhaven","NY","Queens",="11421","718-805-6634","N/A","501(c)(3) Public Charity","Baseball and softball","","","N63 (Baseball, Softball (includes Little Leagues))","713990","7911","7993","N","","Maryann Richer CPA","http://www.guidestar.org/profile/11-2949074","http://www.guidestar.org/FinDocuments/2018/112/949/2018-112949074-111f42bc-9.pdf","$19,175","$19,175","","$19,175","","","","$26,492","$26,492","","$9,000","","","","$17,492","$0","$0","","$29,552","$26,607","$1,473","$1,472","$750","$80","","$2,640","","","","","","","WALTER CHALUISANT","","","","","0"
"International Association of Lions Clubs","11-2949188","","","1940","","","27 Wilbur Ln","","Roosevelt","NY","Nassau",="11575","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Community service","","","S80 (Community Service Clubs (Kiwanis, Lions, Jaycees, etc.))","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2949188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THE VILLAGE CHURCH UNITED METHODIST CHURCH","11-2949627","","","1902","","","9 Mountain Ave","","Bayville","NY","Nassau",="11709","","","501(c)(3) Public Charity","","","","","","","","","","","http://www.guidestar.org/profile/11-2949627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"American Friends of Yeshiva Shaarei Yerushalayim","11-2949881","","","1989","","","13726 73rd Ter","","Flushing","NY","Queens",="11367","","","501(c)(3) Public Charity","Education","","","B12 (Fund Raising and/or Fund Distribution)","813219","8399","","","","","http://www.guidestar.org/profile/11-2949881","http://www.guidestar.org/FinDocuments/2007/112/949/2007-112949881-0528e9f3-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Island Community Hospital","11-2950196","2018-01-01","2018-12-31","1989","2018","990","101 Hospital Rd","","Patchogue","NY","Suffolk",="11772","(631) 654-7100","WWW.licommunityhospital.org","501(c)(3) Public Charity","Hospital care","","","B11 (Single Organization Support)","813219","8399","","N","","BDO USA LLP","http://www.guidestar.org/profile/11-2950196","http://www.guidestar.org/FinDocuments/2018/112/950/2018-112950196-17108996-9.pdf","$19,356,695","$18,232,605","$1,000","$19,356,368","$2,290,421","$0","$17,065,947","$2,120,847","$7,205,145","$522,087","$1,014,196","","-$83,634","$0","$0","$327","$0","$0","$3,394,172","$2,571,780","$166,066","$656,326","$37,500","$0","$0","$0","$0","$128,566","$0","$0","","$0","R T MARGULIS CEO","Mr. Richard T. Margulis ","","","","0"
"Arcadian Society of New York Inc","11-2950889","","","1991","","","PO Box 6510","","Astoria","NY","Queens",="11106","","","501(c)(7) (Social and Recreation Clubs)","Sports","","","N60 (Amateur Sports Clubs, Leagues, N.E.C.)","713990","7911","7993","","","","http://www.guidestar.org/profile/11-2950889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Seaman Family Foundation","11-2951057","2017-11-01","2018-10-31","1989","2017","990PF","2 Jericho Plz Fl A","","Jericho","NY","Nassau",="11753","516-937-1122","","501(c)(3) Private Nonoperating Foundation","Foundations","","","T20 (Private Grantmaking Foundations)","813211","6732","","","","","http://www.guidestar.org/profile/11-2951057","http://www.guidestar.org/FinDocuments/2018/112/951/2018-112951057-10409e9c-F.pdf","$1,161,593","$159","$1,161,434","$1,161,008","","","","$133,756","$13,683","$133,756","$178,600","","","","","$585","","","$239,843","","","","$17,500","","","","","","","$35,238","","","","","","","",""
"Khal Chasidei Belz","11-2951510","","","1989","","","240 Keap St","","Brooklyn","NY","Kings",="11211","","","501(c)(3) Public Charity","Education","","","","","","","","","","http://www.guidestar.org/profile/11-2951510","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brooklyn Public Library Foundation, Inc.","11-2951651","","","1989","","","10 Grand Army Plz","","Brooklyn","NY","Kings",="11238","","","501(c)(3) Public Charity","Arts and culture","Education","Public libraries","A99 (Other Art, Culture, Humanities Organizations/Services N.E.C.)","71","","","","","","http://www.guidestar.org/profile/11-2951651","http://www.guidestar.org/FinDocuments/2009/112/951/2009-112951651-064df0db-9A.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chef & the Child Foundation Inc","11-2951880","","","1993","","","180 Center Place Way","","Saint Augustine","FL","Saint Johns",="32095","","","501(c)(3) Public Charity","Health","","","E99 (Health - General and Rehabilitative N.E.C.)","621999","8099","","","","","http://www.guidestar.org/profile/11-2951880","http://www.guidestar.org/FinDocuments/2007/112/951/2007-112951880-0427bb14-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hadassah the Womens Zionist Organization of America","11-2951991","","","1943","","","17 Crescent Cir","","Holbrook","NY","Suffolk",="11741","","","501(c)(3) Public Charity","Women's rights","","","R24 (Women's Rights)","813311","8399","","","","","http://www.guidestar.org/profile/11-2951991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Abeny Inc","11-2952041","2018-09-01","2019-08-31","1995","2018","990EZ","PO Box 367","","New York","NY","New York",="10028","917-312-3823","www.ABENY.org","501(c)(3) Public Charity","Education","","","B03 (Professional Societies & Associations)","813920","8621","","","","Senn V Jennings CPA","http://www.guidestar.org/profile/11-2952041","http://www.guidestar.org/FinDocuments/2018/112/952/2018-112952041-104d7423-Z.pdf","$92,433","$92,433","","$92,433","","","","$22,917","$51,012","$71","$7,840","","$12,721","$0","$2,285","","","","$17,897","","","","","","","","","","","","$3,134","","","","","","",""
"American Friends of Ohel Naftuli","11-2952317","","","1989","","","1237 45th St","","Brooklyn","NY","Kings",="11219","","","501(c)(3) Public Charity","Religion","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-2952317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"New York Association of Dealers in Paper Mills Supplies Inc","11-2952458","2017-01-01","2017-12-31","1955","2017","990","1040 1st Ave # 382","","New York","NY","New York",="10022","","N/A","501(c)(6) (Business Leagues, etc.)","Natural resources","","","S41 (Promotion of Business (Chambers of Commerce))","813910","8611","8699","N","N","CPA TAX PARTNERS","http://www.guidestar.org/profile/11-2952458","http://www.guidestar.org/FinDocuments/2017/112/952/2017-112952458-0f48e319-9O.pdf","$0","$0","$0","$0","","","","$15,425","$96,663","$215","$0","","$275","$0","$0","$0","$0","","$109,508","$2,044","$104,442","$0","$1,000","$0","$0","$0","$0","$250","$3,022","$0","","$0","","","","","","0"
"Community Center of Plainview-Old Bethpage","11-2953387","","","1990","","","PO Box 334","","Plainview","NY","Nassau",="11803","","","501(c)(3) Public Charity","Human services","","","P28 (Neighborhood Center, Settlement House)","624190","8322","","","","","http://www.guidestar.org/profile/11-2953387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N Y Antioch Korean Baptist Church","11-2953452","","","1993","","","7613 251st St","","Bellerose","NY","Queens",="11426","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2953452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"International African Arts Festival","11-2953522","2017-10-01","2018-09-30","1989","2017","990","1360 Fulton St Ste 401","","Brooklyn","NY","Kings",="11216","718-638-6700","www.iaafestival.org","501(c)(3) Public Charity","Arts exchange","Cultural awareness","","N52 (County / Street / Civic / Multi-Arts Fairs and Festivals)","713990","7911","7993","N","N","BNBCPA","http://www.guidestar.org/profile/11-2953522","http://www.guidestar.org/FinDocuments/2018/112/953/2018-112953522-107e9d08-9.pdf","$54,591","$9,226","$0","$650","","","$650","$382,814","$382,814","$0","$113,823","$108,553","$0","$0","$267,306","$53,941","$0","","$395,391","$335,472","$59,919","$0","$7,601","$20,465","$0","$28,082","$4,712","$0","$1,050","$0","","$0","Segun Shabaka","","","","","10"
"National Sojourners Inc","11-2953845","","","1948","","","96 Woodland Ave","","Central Islip","NY","Suffolk",="11722","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Festivals","","","N52 (County / Street / Civic / Multi-Arts Fairs and Festivals)","713990","7911","7993","","","","http://www.guidestar.org/profile/11-2953845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ushkow Charitable Fund Inc","11-2954310","2018-01-01","2018-12-31","1989","2018","990PF","30 E 71st St # 6b","","New York","NY","New York",="10021","212-829-0245","","501(c)(3) Private Nonoperating Foundation","Foundations","","","T20 (Private Grantmaking Foundations)","813211","6732","","","","","http://www.guidestar.org/profile/11-2954310","http://www.guidestar.org/FinDocuments/2018/112/954/2018-112954310-10e328dc-F.pdf","$1,222,768","$1,222,768","","$1,222,768","","","","$22,343","$4,133,205","$22,204","$100,000","","","","","$0","","","$100,390","","","","","","","","","","","","","","","","","","",""
"Our Lady of Guadalupe Youth Program Inc","11-2954315","","","1989","","","7201 15th Ave","","Brooklyn","NY","Kings",="11228","","","501(c)(3) Public Charity","Human services","","","P99 (Human Services - Multipurpose and Other N.E.C.)","624190","8322","","","","","http://www.guidestar.org/profile/11-2954315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Afghan Jewish Sisterhood Foundation Inc","11-2954347","","","1988","","","16714 71st Ave","","Fresh Meadows","NY","Queens",="11365","","","501(c)(3) Private Nonoperating Foundation","Religion","","","X12 (Fund Raising and/or Fund Distribution)","813219","8399","","","","","http://www.guidestar.org/profile/11-2954347","http://www.guidestar.org/FinDocuments/2012/112/954/2012-112954347-0960563f-F.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"106Th A R R G Nco Club Inc","11-2954374","","","1989","","","Suffolk County Air Natl Guard Base","","Westhampton Beach","NY","Suffolk",="11978","","","501(c)(7) (Social and Recreation Clubs)","Clubs","","","N50 (Recreational, Pleasure, or Social Club)","713990","7911","7993","","","","http://www.guidestar.org/profile/11-2954374","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Terra Brasil Dance & Music Ensemble, Inc.","11-2954561","","","1989","","","111-St Felix St No 2","","Brooklyn","NY","Kings",="11217","","","501(c)(3) Private Nonoperating Foundation","Dance","","","A62 (Dance)","711120","7922","","","","","http://www.guidestar.org/profile/11-2954561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"St Marys Community Services Inc","11-2954971","","","1991","","","230 Classon Ave","","Brooklyn","NY","Kings",="11205","","","501(c)(3) Public Charity","Human services","","","P80 (Services to Promote the Independence of Specific Populations)","624120","8322","","","","","http://www.guidestar.org/profile/11-2954971","http://www.guidestar.org/FinDocuments/2013/112/954/2013-112954971-09b5487a-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cancer Institute of Brooklyn Inc Cancer Institute of Brooklyn","11-2955064","","","1990","","","6323 7th Ave","","Brooklyn","NY","Kings",="11220","","","501(c)(3) Public Charity","Cancers","","","G30 (Cancer)","813212","8399","","","","","http://www.guidestar.org/profile/11-2955064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Anglican High School Past Pupils Association Inc","11-2955082","","","1997","","","583 E 79th St","","Brooklyn","NY","Kings",="11236","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Secondary education","","","B25 (Secondary/High School)","611110","8211","","","","","http://www.guidestar.org/profile/11-2955082","http://www.guidestar.org/FinDocuments/2012/112/955/2012-112955082-09302ec6-ZO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Home Sweet Home","11-2955614","","","1989","","","1960 Schenectady Ave","","Brooklyn","NY","Kings",="11234","","","501(c)(3) Public Charity","Shelter and residential care","","","L99 (Other Housing, Shelter N.E.C.)","624229","8322","","","","","http://www.guidestar.org/profile/11-2955614","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ohr Moshe Torah Institute Inc","11-2955615","","","1989","","","568 Kensington Pl","","Cedarhurst","NY","Nassau",="11516","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-2955615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Faith Baptist Church of Coram Youth Awareness Inc","11-2955779","2018-01-01","2018-12-31","1995","2018","990EZ","PO Box 151","","Coram","NY","Suffolk",="11727","631-732-9605","","501(c)(3) Public Charity","Scouting programs","","","O40 (Scouting)","813410","8641","8699","","N","","http://www.guidestar.org/profile/11-2955779","http://www.guidestar.org/FinDocuments/2018/112/955/2018-112955779-10eb0fca-Z.pdf","-$2,945","-$2,945","","-$2,945","","","","$159,893","$159,893","$0","$0","","$0","$0","$159,893","$0","","","$170,960","","","","","","","","","","","","$13,848","","","","","","",""
"Keren Chana V Yitzchok Koch Inc","11-2955847","","","1989","","","64 Horton Dr","","Monsey","NY","Rockland",="10952","","","501(c)(3) Private Nonoperating Foundation","Foundations","","","T20 (Private Grantmaking Foundations)","813211","6732","","","","","http://www.guidestar.org/profile/11-2955847","http://www.guidestar.org/FinDocuments/2014/112/955/2014-112955847-0a868790-F.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Civil Service Employees Association","11-2955912","","","1970","","","720 Front St","","Greenport","NY","Suffolk",="11944","","","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","","","","http://www.guidestar.org/profile/11-2955912","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Machon Harabonim Inc","11-2956158","","","1989","","","128 Parkville Ave","","Brooklyn","NY","Kings",="11230","","","501(c)(3) Public Charity","Unknown or not classified","","","Z99 (Unknown)","","","","","","","http://www.guidestar.org/profile/11-2956158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"People With AIDS Coalition of Long Island, Inc.","11-2956560","","","1994","","","597 5th Ave # 9flr","","New York","NY","New York",="10017","","","501(c)(3) Public Charity","HIV/AIDS","","","G81 (AIDS)","813212","8399","","","","","http://www.guidestar.org/profile/11-2956560","http://www.guidestar.org/FinDocuments/2001/112/956/2001-112956560-1-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Body Sculpt of New York Inc","11-2956621","2018-01-01","2018-12-31","1994","2018","990EZ","1396 Flatbush Ave Ste 5","","Brooklyn","NY","Kings",="11210","718-346-5852","WWW.BODYSCULPT.ORG","501(c)(3) Public Charity","Exercise","Obesity","","N11 (Single Organization Support)","813219","8399","","","","ORLEY G CAMERON CPA","http://www.guidestar.org/profile/11-2956621","http://www.guidestar.org/FinDocuments/2018/112/956/2018-112956621-17116647-Z.pdf","$20,486","$20,486","","$20,486","","","","$25,475","$25,475","","$25,475","","","","","","","","$23,421","","","","","","","","","","","","$120","","","","","","",""
"New Life Fellowship Church","11-2956625","","","1999","","","8210 Queens Blvd","","Elmhurst","NY","Queens",="11373","","","501(c)(3) Public Charity","Christianity","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2956625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Doalnara Restoration Society USA","11-2956712","","","1990","","","834 Upper Standing Rock Rd","","Dover","TN","Stewart",="37058","","","501(c)(3) Public Charity","Historic preservation","","","A82 (Historical Societies, Historic Preservation)","712120","8412","","","","","http://www.guidestar.org/profile/11-2956712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Friends of Ohel Miriam Inc","11-2956921","","","1992","","","1574 45th St","","Brooklyn","NY","Kings",="11219","","","501(c)(3) Public Charity","Judaism","","","B82 (Scholarships, Student Financial Aid, Awards)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2956921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Peter Jude Venturine Memorial Fund, Inc.","11-2957049","","","1990","","","2122 Canarsie Rd","","Brooklyn","NY","Kings",="11236","","","501(c)(3) Public Charity","Foundations","","","T20 (Private Grantmaking Foundations)","813211","6732","","","","","http://www.guidestar.org/profile/11-2957049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Philadelphia - the Church of Universal Brotherhood Seventh Day","11-2957050","","","1998","","","9112 196th St","","Hollis","NY","Queens",="11423","","","501(c)(3) Public Charity","Christianity","","","X20 (Christian)","813110","8661","","","","","http://www.guidestar.org/profile/11-2957050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Giannitsa Association Megas Alexandros Inc","11-2958207","","","1989","","","2226 23rd St","","Astoria","NY","Queens",="11105","","","501(c)(7) (Social and Recreation Clubs)","Sports","","","N60 (Amateur Sports Clubs, Leagues, N.E.C.)","713990","7911","7993","","","","http://www.guidestar.org/profile/11-2958207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Astoria North Cove Community Association, Inc.","11-2958337","","","1993","","","2120 36th St","","Astoria","NY","Queens",="11105","","","501(c)(3) Public Charity","Neighborhood associations","","","S22 (Neighborhood/Block Associations)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2958337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Flushing Chinese Business Association Inc","11-2958388","2018-10-01","2019-09-30","1989","2018","990","4048 Main St","","Flushing","NY","Queens",="11354","718-353-2320","www.fcbainc.org","501(c)(3) Public Charity","Cultural awareness","","","A23 (Cultural, Ethnic Awareness)","71","","","N","","CAREN C YOH CPA","http://www.guidestar.org/profile/11-2958388","http://www.guidestar.org/FinDocuments/2018/112/958/2018-112958388-10c70afc-9.pdf","$69,164","$59,231","","$65,045","","","$65,045","$284,714","$284,714","","$197,644","","","","$87,070","$4,119","$0","","$287,019","$82,543","$109,082","$95,394","$3,800","$900","","$3,099","","","","","","","HONG DAI","","","","","1"
"PTA New York Congress","11-2958699","","","1954","","","100 Central Rd","","Smithtown","NY","Suffolk",="11787","","","501(c)(3) Public Charity","Parent-teacher involvement","","","B94 (Parent Teacher Group)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2958699","http://www.guidestar.org/FinDocuments/2011/112/958/2011-112958699-08689112-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chabad at Stony Brook Inc","11-2958801","","","1990","","","360 Nicolls Rd","","East Setauket","NY","Suffolk",="11733","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-2958801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kollel Chosen Haefod","11-2959163","","","1994","","","1257 55th St","","Brooklyn","NY","Kings",="11219","","","501(c)(3) Public Charity","Fire prevention and control","","","M24 (Fire Prevention / Protection / Control)","624230","8322","","","","","http://www.guidestar.org/profile/11-2959163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"East Fulton Street Revitalization and Development Corp.","11-2959252","","","1990","","","54 Green St","","Brooklyn","NY","Kings",="11222","","","501(c)(3) Public Charity","Community improvement","","","S20 (Community, Neighborhood Development, Improvement)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2959252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
