Org Name,EIN,Current FY Start,Current FY End,Ruling Year,Form Year,Form Type,Address Line 1,Address Line 2,City,State,County,Zip,Org Phone Number,Web Address,IRS Subsection,Subject Area 1,Subject Area 2,Subject Area 3,NTEE Code,NAICS Code,SIC Code1,SIC Code2,Audit Required?,Has filed 990T?,Paid Preparer Firm Name,Link to GS Profile Page,Link to most recent Form 990,Total Assets,Cash & Equivalent,Investments Securities,Net Assets,Temporarily Restricted Net Assets,Permanently Restricted Net Assets,Unrestricted Net Assets,Total Revenue,Gross Receipts,Investment Income,Total Contributions,Government Grants,Special Events,Sales,Program Services Revenue,Total Liabilities,Loans and Notes,Tax-Exempt Bond Liabilities,Total Expenses,Total Program Expenses,Total Administrative Expenses,Total Fundraising Expenses,Accounting Fees,Advertising Expenses,Information Technology Expenses,Insurance Expenses,Interest Expenses,Investment Management Fees,Legal Fees,Pension Plan Contributions   Employee Benefits,Printing and Publications,Professional Fundraising Expenses,Principal Officer,Org Leader,Primary Contact Name,Primary Contact Title,Primary Contact Email,Number of Employees
1 Thessalonians 3-2 Inc,81-3173199,1/1/2018,12/31/2018,2016,2018,990EZ,301 Ellis Rd,,Langhorne,PA,Bucks,19047,215-504-9460,,501(c)(3) Public Charity,Christianity,,,X20 (Christian),813110,8661,,,,BD RUDOLF & ASSOCIATES,http://www.guidestar.org/profile/81-3173199,http://www.guidestar.org/FinDocuments/2018/813/173/2018-813173199-10ef9278-Z.pdf,$912 ,$912 ,,$912 ,,,,"$22,578 ","$22,578 ",,"$22,578 ",,$0 ,$0 ,,,,,"$22,705 ",,,,,,,,,,,,"$2,430 ",,,,,,,
10-10 Academy,81-3185191,7/1/2018,6/30/2019,2016,2018,990EZ,8432 Roxy Cir,,Riverside,CA,Riverside,92508,714-585-3187,www.1010Academy.com,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,,,,http://www.guidestar.org/profile/81-3185191,http://www.guidestar.org/FinDocuments/2019/813/185/2019-813185191-17124559-Z.pdf,"$12,312 ","$12,312 ",,"$12,312 ",,,,"$69,466 ","$69,466 ",$0 ,$0 ,,$0 ,$0 ,"$69,466 ",$0 ,,,"$68,579 ",,,,,,,,,,,,$0 ,,,,,,,
1000 Friends of Pikesville Inc,81-3325432,,,2016,,,11 Whitebridge Ct,,Pikesville,MD,Baltimore,21208,,,501(c)(3) Public Charity,Education,,,,,,,,,,http://www.guidestar.org/profile/81-3325432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Hall of Fame Legacy Foundation Inc,81-3398747,,,2017,,,PO Box 5763,,Tallahassee,FL,Leon,32314,,,501(c)(3) Public Charity,Education,,,B11 (Single Organization Support),813219,8399,,,,,http://www.guidestar.org/profile/81-3398747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Box LLC,81-3408531,,,2016,,,272 Water Cliff Dr,,Somerset,KY,Pulaski,42503,,,501(c)(3) Public Charity,Human services,,,P99 (Human Services - Multipurpose and Other N.E.C.),624190,8322,,,,,http://www.guidestar.org/profile/81-3408531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(L7) Lucky Sevan,81-3469619,7/1/2018,6/30/2019,2016,2018,990EZ,2129 E Warner Rd Ste 101,,Tempe,AZ,Maricopa,85284,(480) 398-3787,www.luckysevan.org,501(c)(3) Public Charity,Camps,Youth organizing,,O50 (Youth Development Programs),813410,8641,8699,,,SKINNER COMPANY LLC,http://www.guidestar.org/profile/81-3469619,http://www.guidestar.org/FinDocuments/2019/813/469/2019-813469619-17101613-Z.pdf,"$23,707 ","$23,707 ",,"$23,707 ",,,,"$79,745 ","$79,745 ",,"$18,163 ",,,,"$61,582 ",,,,"$63,551 ",,,,,,,,,,,,,,,Evan Dean Rogers ,Evan Rogers ,"Founder, CEO",evan@luckysevan.org,
100 Catholic Mens and Womens Club of Harlingen,81-3474082,1/1/2019,12/31/2019,2016,2019,990EZ,406 W Darrell Wayne Shipp St,,Harlingen,TX,Cameron,78550,956-245-9142,,501(c)(3) Public Charity,Education,,,"B82 (Scholarships, Student Financial Aid, Awards)",813410,8641,8699,,,RNM,http://www.guidestar.org/profile/81-3474082,http://www.guidestar.org/FinDocuments/2018/813/474/2018-813474082-1085ae84-Z.pdf,"$10,809 ","$10,809 ",,"$10,809 ",,,,"$5,128 ","$5,128 ",,"$5,128 ",,,,,,,,"$3,549 ",,,,,,,,,,,,,,,,,,,
1043 Fulton Inc,81-3547703,,,2016,,,PO Box 6584,,Evansville,IN,Vanderburgh,47719,,,501(c)(3) Public Charity,Human services,,,F11 (Single Organization Support),813219,8399,,,,,http://www.guidestar.org/profile/81-3547703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Love Notes Foundation,81-3567864,,,2017,,,1505 Mimosa Ave,,Charlotte,NC,Mecklenburg,28205,,,501(c)(3) Public Charity,Medical support services,,,E60 (Health Support Services),621999,8099,,,,,http://www.guidestar.org/profile/81-3567864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Soldier 1 Dog 1 Team Inc,81-3585472,,,2016,,,39 Mount Vernon Rd,,Manalapan,NJ,Monmouth,07726,,,501(c)(3) Public Charity,Animal welfare,,,D20 (Animal Protection and Welfare (includes Humane Societies and SPCAs)),813312,8399,8699,,,,http://www.guidestar.org/profile/81-3585472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050 Mass Ave Investment Inc,81-3626665,1/1/2019,12/31/2019,2017,2019,990,5910 N Central Expy Ste 1200,,Dallas,TX,Dallas,75206,214-989-0800,N/A,"501(c)(25) (Title Holding Corporations for Multiple Organizations (Pensions, etc.))",Real estate,,,S47 (Real Estate Organizations),531390,6531,,N,,MOSS ADAMS LLP,http://www.guidestar.org/profile/81-3626665,http://www.guidestar.org/FinDocuments/2018/813/626/2018-813626665-111d99f2-9O.pdf,"$50,516,720 ","$359,906 ",,"$26,982,461 ",,,,"$1,215,059 ","$3,456,274 ",,,,,,,"$23,534,259 ","$23,000,000 ",,$0 ,$0 ,$0 ,$0 ,,,,,,,,,,,AMY MCGARRITY,,,,,0
100 Ride Inc,81-3722545,,,2017,,,360 Lexington Ave,,New York,NY,New York,10017,,,501(c)(3) Public Charity,Philanthropy,,,T12 (Fund Raising and/or Fund Distribution),813219,8399,,,,,http://www.guidestar.org/profile/81-3722545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Women Who Care SWW,81-3761053,,,2016,,,2210 W Main St Ste 107 # 141,,Battle Ground,WA,Clark,98604,,,501(c)(3) Public Charity,Public safety,,,I12 (Fund Raising and/or Fund Distribution),813219,8399,,,,,http://www.guidestar.org/profile/81-3761053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Black Men of America of Selma,81-3764298,,,2016,,,419 Birch Ave,,Selma,AL,Dallas,36701,,,501(c)(3) Public Charity,Adult and child mentoring,,,"O30 (Adult, Child Matching Programs)",624110,8322,,,,,http://www.guidestar.org/profile/81-3764298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Talent Ministries Inc,81-3776547,,,2017,,,4314 Pablo Oaks Ct,,Jacksonville,FL,Duval,32224,,,501(c)(4) (Civic Leagues and Social Welfare Organizations),Antidiscrimination,,,"R20 (Civil Rights, Advocacy for Specific Groups)",813311,8399,,,,,http://www.guidestar.org/profile/81-3776547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 By 1 Foundation,81-3777631,,,2016,,,1302 Cottage Pl,,Brandon,FL,Hillsborough,33510,,,501(c)(3) Public Charity,Medical support services,,,E60 (Health Support Services),621999,8099,,,,,http://www.guidestar.org/profile/81-3777631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Women Who Care Madison,81-3786131,,,2017,,,25 Pebble Beach Cir,,Madison,WI,Dane,53717,,,501(c)(3) Public Charity,Human services,,,P12 (Fund Raising and/or Fund Distribution),813219,8399,,,,,http://www.guidestar.org/profile/81-3786131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Latham Community Development Corporation Inc,81-3828263,,,2017,,,4420 Coosada Rd,,Millbrook,AL,Elmore,36054,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/81-3828263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 World Expo Inc,81-3891758,,,2016,,,13447 166th Pl Apt 10c,,Jamaica,NY,Queens,11434,,,501(c)(3) Public Charity,Arts exchange,,,Q21 (International Cultural Exchange),611710,8299,8748,,,,http://www.guidestar.org/profile/81-3891758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Club of Solano and Yolo Counties,81-3993442,,,2016,,,1530 Webster St,,Fairfield,CA,Solano,94533,,,501(c)(3) Public Charity,Youth services,,,P30 (Children's and Youth Services),624110,8322,,,,,http://www.guidestar.org/profile/81-3993442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0 U R Passion,81-4045228,1/1/2018,12/31/2018,2017,2018,990EZ,6816 W 4th Ave,,Kennewick,WA,Benton,99336,509-952-7501,,501(c)(3) Public Charity,Temporary accomodations,,,L40 (Low-Cost Temporary Housing (includes Youth Hostels)),624221,8322,,,N,HAROLD L LARSEN CPA,http://www.guidestar.org/profile/81-4045228,http://www.guidestar.org/FinDocuments/2018/814/045/2018-814045228-10ed1ee2-Z.pdf,$0 ,,,$0 ,,,,"$155,921 ","$155,921 ",,,,,,,,,,"$170,955 ",,,,,,,,,,,,,,,,,,,
02 Scholarship Fund Inc,81-4049787,1/1/2018,12/31/2018,2017,2018,990EZ,109 Big Pine Rd,,Batesville,AR,Independence,72501,870-613-2782,N/A,501(c)(3) Public Charity,Education,,,"B82 (Scholarships, Student Financial Aid, Awards)",813410,8641,8699,,N,Welch Couch & Company PA,http://www.guidestar.org/profile/81-4049787,http://www.guidestar.org/FinDocuments/2018/814/049/2018-814049787-16993542-Z.pdf,"$80,912 ","$80,912 ",,"$80,912 ",,,,"$38,897 ","$38,897 ",$712 ,"$38,185 ",,,,,,,,"$25,930 ",,,,,,,,,,,,,,,,,,,
100Th Promenade Nationale Corp,81-4191124,,,2017,,,PO Box 757,,Walterboro,SC,Colleton,29488,,,501(c)(3) Public Charity,Special population support,,,W30 (Military/Veterans' Organizations),813410,8641,8699,,,,http://www.guidestar.org/profile/81-4191124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Birth at A Time,81-4429898,1/1/2018,12/31/2018,2017,2018,990EZ,1425 Golden Grove Dr,,Mesquite,TX,Dallas,75149,214-434-6690,N/A,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,,,Uniqueness Unlimited Co,http://www.guidestar.org/profile/81-4429898,http://www.guidestar.org/FinDocuments/2018/814/429/2018-814429898-115b0964-Z.pdf,"$1,152 ","$1,152 ",,($100),,,,"$5,850 ","$5,850 ",$0 ,"$5,850 ",,$0 ,$0 ,$0 ,"$1,252 ",,,"$4,550 ",,,,,,,,,,,,,,,,,,,
10000 Pencils,81-4542174,,,2017,,,14792 Timberbluff Dr,,Chesterfield,MO,Saint Louis,63017,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/81-4542174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101 Education Institute Corporation,81-4558746,,,2016,,,10349 Buglenote Way,,Columbia,MD,Howard,21044,,,501(c)(3) Public Charity,Education,,,B99 (Education N.E.C.),611,,,,,,http://www.guidestar.org/profile/81-4558746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Club of St Tammany Inc,81-4573648,,,2017,,,PO Box 1637,,Covington,LA,Saint Tammany,70434,,,501(c)(3) Public Charity,Police agencies,,,I60 (Law Enforcement Agencies (Police Departments)),541199,7389,,,,,http://www.guidestar.org/profile/81-4573648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Black Men of Greater Orlando Inc,81-4640029,1/1/2017,12/31/2017,2017,2017,990,PO Box 547683,,Orlando,FL,Orange,32854,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,N,,COVINGTON ASSOCIATES CPAS,http://www.guidestar.org/profile/81-4640029,http://www.guidestar.org/FinDocuments/2017/814/640/2017-814640029-100d096b-9.pdf,"$109,749 ","$109,749 ",,"$109,749 ",,,"$109,749 ","$446,342 ","$446,342 ",$6 ,"$446,336 ","$408,179 ",,,,$0 ,$0 ,,"$336,593 ","$269,165 ","$67,428 ",$0 ,$350 ,"$2,062 ",,,,,$425 ,,,,Reginald Whitehead,,,,,0
1 Tackle 4 Change Inc,81-4647325,,,2016,,,61 Carolina Ct,,Crawfordville,FL,Wakulla,32327,,,501(c)(3) Public Charity,Community service,,,S81 (Women's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/81-4647325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 ODYSEA,81-4748491,,,2017,,,326 SE 2nd St,,Williston,FL,Levy,32696,,UORescue.org/,501(c)(3) Public Charity,Domesticated animals,Animal welfare,,D12 (Fund Raising and/or Fund Distribution),813219,8399,,,,,http://www.guidestar.org/profile/81-4748491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sundra Gurule ,President,sunnyg@uorescue.org,
1 Sustainable Planet,81-4778993,,,2017,,,1716 11th Ave SE,,Olympia,WA,Thurston,98501,,,501(c)(3) Public Charity,Natural resources,Sustainable development,,C01 (Alliance/Advocacy Organizations),813319,8399,8641,,,,http://www.guidestar.org/profile/81-4778993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002 Foundation Inc,81-4875754,,,2017,,,314 Fort Edward Dr,,Arlington,TX,Tarrant,76002,,,501(c)(3) Public Charity,Genetic conditions and birth defects,,,G20 (Birth Defects),813212,8399,,,,,http://www.guidestar.org/profile/81-4875754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Boys of Code Inc,81-4907402,,,2017,,,258 Montrose Dr,,Mcdonough,GA,Henry,30253,,,501(c)(3) Public Charity,Education services,,,B90 (Educational Services and Schools - Other),611710,8299,8748,,,,http://www.guidestar.org/profile/81-4907402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000 Lakes Gaming,81-4962961,,,2017,,,3206 Red Oak Dr,,Saint Paul,MN,Dakota,55121,,http://www.10klakesgaming.org/,501(c)(3) Public Charity,Clubs,,,"N50 (Recreational, Pleasure, or Social Club)",713990,7911,7993,,,,http://www.guidestar.org/profile/81-4962961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Apperson ,Jolene Danner ,Secretary,accounting@10klakesgaming.org,
10 19 Foundation Inc,81-4975769,1/1/2019,12/31/2019,2017,2019,990EZ,60 McKenna Ridge Rd,,East Falmouth,MA,Barnstable,02536,508-326-8034,WWW.1019FOUNDATION.ORG,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,,,MIA GREEN EA,http://www.guidestar.org/profile/81-4975769,http://www.guidestar.org/FinDocuments/2017/814/975/2017-814975769-0f82459a-Z.pdf,"$95,886 ","$95,886 ",,"$95,886 ",,,,"$7,952 ","$7,952 ",$152 ,"$7,800 ",,$0 ,$0 ,$0 ,,,,"$7,726 ",,,,,,,,,,,,,,,,,,,
1040 Global,81-5018505,1/1/2019,12/31/2019,2018,2019,990EZ,5972 Kibeggan St  Galloway Oh 43119-8142,,Galloway,OH,Franklin,43119,614-286-2368,www.1040.global,501(c)(3) Public Charity,Protestantism,,,X21 (Protestant),813110,8661,,,,Denise M Nembhard,http://www.guidestar.org/profile/81-5018505,,"$29,752 ","$29,752 ",,"$28,799 ",,,,"$99,112 ","$99,112 ",,"$99,112 ",,,,,$953 ,,,"$85,166 ",,,,,,,,,,,,,,,,,,,
1 Together NFP,81-5023807,1/1/2018,12/31/2018,2017,2018,990EZ,404 W Olive St,,Arlington Heights,IL,Cook,60004,,,501(c)(3) Public Charity,Disaster relief,,,Q33 (International Relief),813311,8399,,,,Dennis L. Stachowxak,http://www.guidestar.org/profile/81-5023807,http://www.guidestar.org/FinDocuments/2018/815/023/2018-815023807-10e9905f-Z.pdf,"$32,102 ","$32,102 ",,"$32,102 ",,,,"$78,061 ","$78,061 ",,"$78,061 ",,$0 ,$0 ,,,,,"$56,106 ",,,,,,,,,,,,,,,,,,,
1 On 1 Mentoring,81-5069406,,,2017,,,512 Campbell St,,Bainbridge,GA,Decatur,39819,,,501(c)(3) Public Charity,Adult and child mentoring,,,"O30 (Adult, Child Matching Programs)",624110,8322,,,,,http://www.guidestar.org/profile/81-5069406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Nations Campaign Ltd,81-5197976,1/1/2017,12/31/2017,2017,2017,990EZ,932 Maple Lake Way,,Brownsburg,IN,Hendricks,46112,317-459-5229,www.100Natlons.org,501(c)(3) Public Charity,Leadership development,,,W70 (Leadership Development),813410,8641,8699,,,,http://www.guidestar.org/profile/81-5197976,http://www.guidestar.org/FinDocuments/2017/815/197/2017-815197976-0f61c58c-Z.pdf,"$60,423 ","$60,423 ",,"$60,423 ",,,,"$100,802 ","$100,802 ",$0 ,"$100,802 ",,$0 ,$0 ,$0 ,,,,"$40,379 ",,,,,,,,,,,,$125 ,,,,,,,
1 Village Inc,81-5223693,,,2017,,,4426 Hugh Howell Rd,,Tucker,GA,DeKalb,30084,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/81-5223693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Day 1 Charity Inc,81-5321204,,,2017,,,11015 Tanya St,,Coral Gables,FL,Miami-dade,33156,(305) 204-3953,https://www.1day1charity.org,501(c)(3) Public Charity,Philanthropy,,,T12 (Fund Raising and/or Fund Distribution),813219,8399,,,,,http://www.guidestar.org/profile/81-5321204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mrs. Maria Veronica Rives-Zulueta ,Mrs. Maria Veronica Rives-Zulueta ,Director,vrives@1day1charity.org,
1 Salon Life Development Academy Inc,81-5330123,,,2017,,,2800 W Oakland Park Blvd Ste 309,,Oakland Park,FL,Broward,33311,,,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,,,,http://www.guidestar.org/profile/81-5330123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Talents International,81-5366187,7/1/2018,6/30/2019,2019,2018,990,900 SE 5th St Ste 22,,Bentonville,AR,Benton,72712,423-400-4665,N/A,501(c)(3) Public Charity,Christianity,,,X20 (Christian),813110,8661,,N,N,THE TAX NURSE INC,http://www.guidestar.org/profile/81-5366187,,"$60,382 ","$48,404 ",$0 ,"$60,782 ",,,"$60,782 ","$99,434 ","$99,434 ",$0 ,"$99,434 ",,$0 ,$0 ,$0 ,($400),$0 ,,"$94,195 ","$41,663 ","$52,532 ",$0 ,"$1,010 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,$0 ,LONDON L LEE,,,,,2
102009826,82-0289627,1/1/2019,12/31/2019,1975,2019,990EZ,2519 S Federal Way,,Boise,ID,Ada,83705,(208) 342-0809,http://www.imsaru.org/,501(c)(3) Public Charity,Search and rescue,,,M23 (Search and Rescue Services),624230,8322,,,N,,http://www.guidestar.org/profile/82-0289627,http://www.guidestar.org/FinDocuments/2018/820/289/2018-820289627-104db75f-Z.pdf,"$367,801 ","$302,954 ",,"$361,018 ",,,,"$81,829 ","$101,663 ","$1,868 ","$47,805 ",,"$17,277 ",$421 ,"$14,458 ","$6,783 ",,,"$49,454 ",,,,,,,,,,,,"$1,838 ",,,,James Findley ,,treasurer@imsaru.org,
1 Local Urban Village,82-0639427,,,2019,,,1334 66th Ave,,Philadelphia,PA,Philadelphia,19126,,,501(c)(3) Public Charity,Education services,,,B90 (Educational Services and Schools - Other),611710,8299,8748,,,,http://www.guidestar.org/profile/82-0639427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000 Islands Charity Poker Run Corp,82-0648835,1/1/2018,12/31/2018,2017,2018,990,PO Box 56,,Clayton,NY,Jefferson,13624,(315) 882-3145,http://www.1000islandsrun.com,501(c)(3) Public Charity,Environment,,,N12 (Fund Raising and/or Fund Distribution),813219,8399,,N,,J R GARDNER CPA PC,http://www.guidestar.org/profile/82-0648835,http://www.guidestar.org/FinDocuments/2018/820/648/2018-820648835-17120172-9.pdf,"$16,179 ","$15,467 ",,"$16,179 ",,,"$16,179 ","$76,398 ","$215,767 ",,"$84,300 ",,"($7,902)",,,$0 ,$0 ,,"$66,920 ",$0 ,$0 ,"$66,920 ",,"$10,818 ",,"$3,807 ",,,,,,,ROBERT W CANTWELL,,Alexandra Buduson ,,1000islandsrun@gmail.com,0
1-16 Ryders Ministries,82-0736266,,,2017,,,3321 23rd St NE,,Hickory,NC,Catawba,28601,,,501(c)(3) Public Charity,Christianity,,,X20 (Christian),813110,8661,,,,,http://www.guidestar.org/profile/82-0736266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Humanity for Peace,82-0755266,,,2017,,,614 S Cloverdale Ave Apt 6,,Los Angeles,CA,Los Angeles,90036,,,501(c)(3) Public Charity,Museums,,,A50 (Museum & Museum Activities),712110,8412,,,,,http://www.guidestar.org/profile/82-0755266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Revelation Inc,82-0952371,,,1982,,,PO Box 71,,Richmond,IN,Wayne,47375,,,501(c)(3) Public Charity,Education,,,,,,,,,,http://www.guidestar.org/profile/82-0952371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0HR Inc,82-1016117,,,2018,,,12446 Georgian St,,Garden Grove,CA,Orange,92841,,,501(c)(3) Public Charity,Human services,,,P20 (Human Service Organizations),624190,8322,,,,,http://www.guidestar.org/profile/82-1016117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Humanitarians International,82-1048388,1/1/2018,12/31/2018,2017,2018,990EZ,11182 S Ivy Creek Cv,,South Jordan,UT,Salt Lake,84095,(801) 432-0105,http://www.100humanitarians.org,501(c)(3) Public Charity,"Agriculture, fishing and forestry",Economic development,Youth organizing,S30 (Economic Development),813410,8641,8699,,,,http://www.guidestar.org/profile/82-1048388,http://www.guidestar.org/FinDocuments/2018/821/048/2018-821048388-17121597-Z.pdf,"$26,633 ","$17,712 ",,"$26,633 ",,,,"$194,287 ","$199,175 ",,"$198,559 ",,"($4,888)",$0 ,,,,,"$183,881 ",,,,,,,,,,,,$440 ,,,Heidi Totten ,Heidi Totten ,Executive Director,heidi@100humanitarians.com,
10 and 90 Foundation,82-1065977,,,2017,,,20518 6th Avenue Ct E,,Spanaway,WA,Pierce,98387,,www.10and90.foundation,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,,,,http://www.guidestar.org/profile/82-1065977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Logan Seelye ,Logan Seelye ,CEO/Executive Director,info@10and90.founation,
1 Shine Youth,82-1209658,,,2018,,,161 W Victoria St Ste 240,,Long Beach,CA,Los Angeles,90805,,,501(c)(3) Public Charity,Youth organizing,,,O50 (Youth Development Programs),813410,8641,8699,,,,http://www.guidestar.org/profile/82-1209658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100 Black Men of Seattle, Inc.",82-1221541,,,2017,,,8019 S 117th St,,Seattle,WA,King,98178,(425) 429-2160,,501(c)(3) Public Charity,Public affairs,Youth development,Youth services,O01 (Alliance/Advocacy Organizations),813319,8399,8641,,,,http://www.guidestar.org/profile/82-1221541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mr. Erwin C. Chappel ,Mr Erwin Chappel ,President/CEO,Ecc44@yahoo.com,
1 Oasis Way A NJ Nonprofit Corporation,82-1230809,,,2017,,,685 Bloomfield Ave Ste 202,,Verona,NJ,Essex,07044,,,501(c)(3) Public Charity,"Agriculture, fishing and forestry",,,"K99 (Other Food, Agriculture, and Nutrition N.E.C.)",115,,,,,,http://www.guidestar.org/profile/82-1230809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 More Paycheck Inc,82-1369299,,,2018,,,109 SE Gate Dr,,Cherry Hill,NJ,Camden,08003,,,501(c)(3) Public Charity,Philanthropy,,,T50 (Philanthropy / Charity / Voluntarism Promotion (General)),813219,8399,,,,,http://www.guidestar.org/profile/82-1369299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Piece Each Corporation,82-1400459,1/1/2017,12/31/2017,2017,2017,990EZ,710 W Bay St,,Tampa,FL,Hillsborough,33606,314-809-5669,,501(c)(3) Public Charity,Environmental education,,,C60 (Environmental Education and Outdoor Survival Programs),712190,7999,8422,,N,"JOHN E. HERRING, INC.",http://www.guidestar.org/profile/82-1400459,http://www.guidestar.org/FinDocuments/2017/821/400/2017-821400459-0fe444da-Z.pdf,$24 ,$24 ,,$24 ,,,,"$9,707 ",,,"$8,924 ",,,$783 ,,,,,"$10,240 ",,,,,,,,,,,,$668 ,,,,,,,
10-33 Stmr,82-1655205,1/1/2019,12/31/2019,2019,2019,990EZ,10436 Cherokee Ln,,Parker,CO,Douglas,80138,,HTTPS://WWW.FACEBOOK.COM/1033STMR,501(c)(3) Public Charity,Public affairs,,,W12 (Fund Raising and/or Fund Distribution),813219,8399,,,,Duncan Accounting & Tax,http://www.guidestar.org/profile/82-1655205,http://www.guidestar.org/FinDocuments/2018/821/655/2018-821655205-10e358a0-Z.pdf,"$10,724 ","$10,724 ",,"$10,724 ",,,,"$59,176 ","$59,176 ",,"$59,176 ",,,,,$0 ,,,"$49,065 ",,,,,,,,,,,,$44 ,,,,,,,
1 Party at A Time,82-1690789,,,2017,,,108 Sue Ann Ct Apt B,,Carrboro,NC,Orange,27510,,,501(c)(3) Public Charity,Arts and culture,,,"A20 (Arts, Cultural Organizations - Multipurpose)",71,,,,,,http://www.guidestar.org/profile/82-1690789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 on 1 Personal Development Inc,82-1720226,,,2017,,,PO Box 830542,,Stone Mountain,GA,Dekalb,30083,(734) 845-9675,www.1on1personaldevelopment.com,501(c)(3) Public Charity,Civic participation,Community improvement,Youth organizing,O50 (Youth Development Programs),813410,8641,8699,,,,http://www.guidestar.org/profile/82-1720226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mrs. Charlie M. Holiday-Wilson ,Mrs. Charlie Holiday-Wilson ,Founder,1on1personaldevelopment@gmail.com,
101CO3 Inc,82-1770489,,,2019,,,101 E Mishawaka Ave,,Mishawaka,IN,St Joseph,46545,,,501(c)(3) Public Charity,Educational management,,,B02 (Management & Technical Assistance),541618,8748,,,,,http://www.guidestar.org/profile/82-1770489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 Black Men of Charleston S C,82-1792645,,,2018,,,PO Box 21232,,Charleston,SC,Charleston,29413,,,501(c)(3) Public Charity,Community service,,,S82 (Men's Service Clubs),813410,8641,8699,,,,http://www.guidestar.org/profile/82-1792645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
